movie_id,production_companies
157544,Lakeshore Entertainment
157544,Lionsgate
157544,H2F Entertainment
157544,Pantelion Films
257211,Waverly Films
257211,Warner Bros.
338676,Vaca Films
338676,La Ferme! Productions
338676,Laokoon Filmgroup
338676,Ombra Films
338676,Telefónica Studios
277217,Walt Disney Television
292431,Wild Bunch
292431,Les Cinémas de la Zone
292431,Rectangle Productions
292431,Scope Pictures
292431,RT Features
264644,Téléfilm Canada
264644,Film 4
264644,Element Pictures
264644,Irish Film Board
264644,FilmNation Entertainment
264644,No Trace Camping
264644,A24
264644,Elevation Pictures
15657,Walt Disney Pictures
328425,Blumhouse Productions
328425,Blue-Tongue Films
328425,Huayi Brothers Media
328425,STX Entertainment
328425,Ahimsa Films
310131,Parts and Labor
310131,RT Features
310131,Rooks Nest Entertainment
310131,Maiden Voyage Pictures
310131,Pulse Films
310131,Scythia Films
310131,Code Red Productions
310131,Mott Street Pictures
310131,Very Special Projects
351964,Skyhook Productions
351964,Cloverhill Pictures
351964,Perspective Productions
278604,20th Century Fox Television
298312,Blumhouse Productions
298312,Blinding Edge Pictures
290751,Ingenious Media
290751,Gran Via Productions
290751,IM Global
290751,STX Entertainment
290751,Route One Entertainment
290751,Union Investment Partners
290751,SITE Productions
290751,Willie's Movies
283445,Alliance Films
283445,Blumhouse Productions
283445,IM Global
283445,Automatik Entertainment
283445,Entertainment One
283445,Tank Caterpillar
283445,Steady Aim
261392,Lionsgate
261392,Likely Story
261392,FilmNation Entertainment
261392,Circle of Confusion
261392,The Bridge Finance Company
261392,Merced Media Partners
261392,PalmStar Media
192141,Bold Films
192141,Living Films
192141,Brothers Dowdle Productions
277216,New Line Cinema
277216,Universal Pictures
277216,Legendary Pictures
277216,Cube Vision
277216,Broken Chair Flickz
277216,Crucial Films
310133,Park Pictures
310133,Audax Films
310133,Dark Arts Film
310133,End Cue
40205,Disney Channel
40205,Marvista Entertainment
253687,Wild Bunch
253687,Stone Angels
295830,Toho Company
295830,Nikkatsu
295830,Kôdansha
295830,Licri
308084,Duplass Brothers Productions
308084,Through Films
284674,Automatik Entertainment
284674,Circle of Confusion
284674,Skybound Entertainment
284674,Oddfellows Entertainment
319340,Gaumont
298729,Italian International Film
298729,Rai Cinema
274479,Fox 2000 Pictures
274479,Davis Entertainment
274479,Annapurna Pictures
274479,TSG Entertainment
228066,Twentieth Century Fox Film Corporation
228066,Davis Entertainment
228066,Moving Picture Company (MPC)
228066,TSG Entertainment
354556,Enjoy Movies
354556,Big Cinema House
354556,Renovatio Entertainment
42949,Apipoulaï
42949,Avalanche Productions
42949,EuropaCorp
318922,Altitude Film Entertainment
318922,AI-Film
318922,Unigram
301875,Scott Free Productions
301875,Infinite Frameworks Studios
301875,Freedom Media
301875,A24
301875,Route One Entertainment
273477,Paramount Pictures
273477,Oops Doughnuts Productions
273477,Broken Road Productions
273477,Brucks Entertainment
245168,Ruby Films
245168,Pathé
245168,Film4
12448,Walt Disney Pictures
12448,Walt Disney Television Animation
12448,Walt Disney Animation Japan
310135,Epic Pictures Group
310135,Timpson Films
310135,EMA Films
301351,Working Title Films
16366,DreamWorks Animation
16366,DreamWorks Home Entertainment
16366,Universal Home Video
276907,Working Title Films
276907,Cross Creek Pictures
276907,Anton Capital Entertainment (ACE)
306943,BCDF Pictures
323373,The New Zealand Film Commission
323373,Timpson Films
323373,MPI Media Group
323373,Metalheads
306819,Pretty Pictures
306819,Working Title Films
306819,Artémis Productions
306819,Le Tax Shelter du Gouvernement Fédéral de Belgique
306819,Taxshelter. be
306819,Shelter Productions
306819,Senator Global Productions
306819,Kvinde Films
306819,ReVision Pictures
306819,Copenhagen Film Fund
57876,Insurge Pictures
241843,SpectreVision
241843,Glacier Films
241843,Lionsgate Premiere
241843,Universal Pictures International Entertainment (UPIE)
313922,Film Science
313922,Broad Green Pictures
283587,Participant Media
283587,Focus Features
283587,Red Crown Productions
328589,BBC Films
328589,TriStar Productions
287948,EuropaCorp
342474,MM Productions
342474,Merced Media Partners
342474,PalmStar Media
310137,Dark Factory Entertainment
263472,Universum Film (UFA)
263472,Dragonfly Entertainment
263472,Black Bear Pictures
263472,Sobras International Pictures
263472,Camp Grey
263472,Lionsgate Premiere
300153,See-Saw Films
319341,M6 Films
319341,Pathe
319341,Umedia
319341,Chapter 2
319341,Fargo Films
303991,Sidney Kimmel Entertainment
303991,Mr. Mudd Production
303991,Right of Way Films
303991,Black Label Media
10317,Participant Media
10317,Smokehouse Pictures
253450,Media Asia Films
253450,Sil-Metropole Organisation
253450,Central Motion Pictures
253450,Zhejiang Huace Film & TV
253450,China Dream Film Culture Industry
253450,SpotFilms
254302,Ingenious Media
254302,HanWay Films
254302,Scope Pictures
254302,Recorded Picture Company (RPC)
254302,Northern Ireland Screen
296100,Sony Pictures
296100,Point Grey Pictures
296100,Good Universe
334538,Rhombus Media
334538,Bron Studios
334538,A24
322125,Mars Distribution
322125,WY Productions
322125,TF1 Films Production
322125,2425 Films
253412,Universal Pictures
253412,Working Title Films
253412,Walden Media
253412,Cross Creek Pictures
253412,Free State Pictures
253412,RVK Studios
330764,Caviar Films
330764,Le Pacte
330764,Radio Télévision Belge Francophone (RTBF)
330764,Climax Films
330764,Orange Cinéma Séries
330764,Centre du Cinéma et de l'Audiovisuel de la Fédération Wallonie-Bruxelles
330764,VOO
330764,Le Tax Shelter du Gouvernement Fédéral de Belgique
330764,Casa Kafka Pictures
330764,Orange Studios
330764,Fonds National de Soutien à la Production Audiovisuelle du Luxembourg
330764,La Wallonie
330764,Vlaams Audiovisueel Fonds
330764,Juliette Films
330764,Terra Incognita Films
330764,Après le Déluge
330764,BeTV
330764,BNP Paribas Fortis Film Finance
330764,Belga Productions
330764,Screen Flanders
330764,Belga Films Fund
314365,Universal Pictures
314365,Participant Media
314365,Anonymous Content
314365,Rocklin / Faust
314365,First Look Media
336050,Laokoon Filmgroup
336050,Hungarian National Film Fund
333674,Room 101
333674,Vicarious Entertainment
333674,Campbell Grobman Films
333674,Jeff Rice Films
333674,Black Fish Films
245698,PalmStar Media
245698,Gail Katz Productions
325348,Bazelevs Production
325348,Huayi Brothers Media
325348,Versus Pictures
295964,Double Feature Films
295964,PeaPie Films
295964,3 Arts Entertainment
353686,Blumhouse Productions
353686,Chapter One Films
296065,Skyra Entertainment
329263,Constantin Film
290637,Voltage Films
290637,Midnight Kitchen Productions
271736,StudioCanal
271736,Working Title Films
311539,Copperheart Entertainment
457,Herzog
159824,Columbia Pictures
159824,Sony Pictures Animation
360784,Primal Pictures
360784,Warner Bros.
306745,Double Feature Films
306745,Endgame Entertainment
306745,High Frequency Entertainment
314385,Plan B Entertainment
314385,Jolie Pas
314385,Pellikola
309809,Onyx Films
309809,NetFlix
309809,Orange Studios
309809,CityMation
309809,On Entertainment
309809,Zippcast Films
330112,Head Gear Films
330112,Metrol Technology
330112,Langley Park Productions
314402,France 2 Cinéma
314402,Why Not Productions
314402,Canal+
314402,Ciné+
314402,Région Ile-de-France
314402,Page 114
314402,France Télévisions
314402,Cofinova 11
314402,La Banque Postale Image 8
314402,Indéfilms 3
314402,Palatine Étoile 12
314402,Cinémage 9
314402,A Plus Image 5
314402,SofiTVciné 2
314402,Soficinéma 11
297762,Dune Entertainment
297762,Atlas Entertainment
297762,Warner Bros.
297762,DC Entertainment
297762,Cruel & Unusual Films
297762,TENCENT PICTURES
297762,Wanda Pictures
339988,Likely Story
339988,Playtone
339988,Image Nation
68730,CatchPlay
68730,Waypoint Entertainment
68730,Cappa Defina Productions
68730,Sikelia Productions
68730,Fábrica de Cine
68730,Emmett Furla Oasis Films (EFO Films)
68730,SharpSword Films
352161,El Deseo
352161,Matanza Cine
352161,Telefe
352161,Fox International Productions (FIP)
352161,Kramer & Sigman Films
296098,DreamWorks SKG
296098,Amblin Entertainment
296098,Studio Babelsberg
296098,Fox 2000 Pictures
296098,Marc Platt Productions
296098,Participant Media
296098,Reliance Entertainment
296098,TSG Entertainment
324807,StudioCanal
324807,Ministero per i Beni e le Attività Culturali (MiBAC)
324807,Frenesy Film Company
324807,Sensi Contemporanei Cinema e Audiovisivo
324807,Cota Film
324807,Regione Siciliana
324807,Sicilia Film Commission
306947,Pandastorm Pictures
315872,Fandango
315872,Le Pacte
315872,Sacher Film
270487,Universal Pictures
270487,Mike Zoss Productions
270487,Working Title Films
39285,Belladonna Productions
39285,ABC Family
39285,Von Zerneck Sertner Films
39285,Lion Share Productions
318917,Constantin Film
325848,LGM Productions
329819,Les Films du Kiosque
329819,France 2 Cinéma
50479,Disney Channel
335866,Votiv Films
335866,Taggart Productions
257445,Columbia Pictures
257445,Village Roadshow Pictures
257445,Original Film
257445,Sony Pictures Animation
257445,Sony Pictures Entertainment (SPE)
257445,Scholastic Entertainment
257445,LStar Capital
329712,TS Productions
329712,Nord-Ouest Productions
329712,Canal+
329712,Arte France
329712,Arte France Cinéma
329712,Ciné+
329712,Région Ile-de-France
329712,Centre National de la Cinématographie (CNC)
290762,S Films
290762,New Sparta Films
304372,Screen Gems
253414,Shangri-La Entertainment
253414,QED International
253414,Dune Films
253414,Venture Forth
218784,Columbia Pictures
218784,Sony Pictures Entertainment
346808,Universum Film (UFA)
346808,Thaba Media
346808,Azari Media
306964,Epic Pictures Group
306964,Film Entertainment Services
294963,Caliber Media Company
294963,The Fyzz Facility
294963,Realbuilder Productions
146301,Paramount Pictures
146301,Blumhouse Productions
266639,Universal Pictures
266639,Blumhouse Productions
266639,Hasbro Studios
266639,Allspark Pictures
293646,Alcon Entertainment
293646,Phoenix Pictures
293646,Fabula
293646,Half Circle
356296,Rai Cinema
356296,Cattleya
356296,La Chouve
301846,Starchild Pictures
254172,Andrea Leone Films
254172,Fear of God Films
254172,Busted Shark Productions
298382,Screen Australia
298382,Film Art Media
298382,White Hot Productions
298382,Ingenious Senior Film Fund
298382,Embankment Films
254201,Zentropa Entertainments
254201,Zentropa International Sweden
254201,Film i Väst
294016,Groundswell Productions
294016,Inimitable Pictures
294016,ShivHans Pictures
352157,Fidélité Films
74945,La Petite Reine
321741,Columbia Pictures
321741,Village Roadshow Pictures
321741,Scott Free Productions
321741,LStar Capital
321741,The Cantillon Company
321741,The Shuman Company
227973,Blue Sky Studios
227973,Twentieth Century Fox Animation
312831,Prescience
312831,Bord Scannan na hEireann / Irish Film Board
312831,Fantastic Films
312831,Altitude Film Entertainment
312831,Occupant Entertainment
312831,Hallow Films
312831,Hyperion Media Group
312831,Altus Media (Five)
312831,The Electric Shadow Company
315465,Toho Company
315465,Dentsu
315465,Fukuoka Broadcasting System (FBS)
315465,Miyagi Television Broadcasting
315465,Kadokawa
315465,D.N. Dream Partners
315465,Studio Chizu
315465,Nippon Television Network (NTV)
315465,Video Audio Project (VAP)
312221,New Line Cinema
312221,Warner Bros.
312221,Metro-Goldwyn-Mayer (MGM)
312221,Chartoff Winkler Productions
4727,Franca Films
4727,Société Nouvelle de Cinématographie (SNC)
339527,New Line Cinema
339527,Eden Rock Media
339527,Grindstone Entertainment Group
339527,FilmNation Entertainment
339527,Silver Reel
339527,Venture Forth
339527,Flynn Picture Company
339527,Lionsgate Premiere
339527,Supersensory
336004,Emmett/Furla Films
336004,Silver Plane Films
336004,Mass Hysteria Entertainment
336004,Tri Vision Pictures
332502,New Artists Alliance
333348,Imagine Entertainment
333348,Groundswell Productions
333348,CBS Films
19100,M6 Films
19100,La Petite Reine
19100,SND
19100,Quad Productions
169020,Gaumont
321751,Reposado Producciones
321751,Televisión Española (TVE)
321751,Mediapro
334527,NeeNee Productions
334527,Capacity Pictures
334527,May Day Movies
257088,Studio Babelsberg
257088,Alcon Entertainment
257088,DMG Entertainment
257088,Ehman Productions
348060,M6 Films
348060,Capture The Flag Films
348060,Vertigo Films
348060,Orange Cinéma Séries
348060,W9
299687,Columbia Pictures
299687,GK Films
299687,Material Pictures
299687,LStar Capital
364067,American Zoetrope
364067,South Beach Productions
364067,Departed Productions
341744,BD Cine
341744,Impossible Films
336882,Fantefilm
336882,Film Väst
331836,M6 Films
331836,Axel Films
331836,Madame Films
300693,Echo Lake Entertainment
300693,RatPac Entertainment
300693,Mythology Entertainment (II)
318846,Paramount Pictures
318846,Plan B Entertainment
318846,Regency Enterprises
347969,Happy Madison Productions
26736,Disney Channel
326425,Emmett/Furla Films
326425,Oasis Films
326425,Aperture Entertainment
326425,Twirly Films Limited
329833,Scott Rudin Productions
329833,Red Hour Films
259694,New Line Cinema
259694,Flower Films
259694,Metro-Goldwyn-Mayer Pictures
279690,Alternate Ending Studios
279690,108 Media
351819,Open Road Films (II)
340666,Universal Pictures
340666,Artina Films
340666,Fade to Black Productions
340666,Focus Features
274167,Paramount Pictures
274167,Gary Sanchez Productions
274167,Red Granite Pictures
266294,Little Stranger
140300,Twentieth Century Fox Film Corporation
140300,DreamWorks Animation
140300,China Film Co.
140300,Oriental DreamWorks
347201,Studio Pierrot
317442,Aniplex
58431,Lionsgate
58431,Handsomecharlie Films
58431,Cross Creek Pictures
58431,Darko Entertainment
58431,Panorama Media
58431,QC Entertainment
354216,Snoot Entertainment
174751,Handsomecharlie Films
174751,Unanimous Pictures
174751,Straight Up Films
174751,1821 Pictures
174751,Scott Pictures
329440,Lava Bear Films
329440,AI-Film
329440,Phantom Four Films
315880,Rai Cinema
315880,Paco Cinematografica
315880,Ministero per i Beni e le Attività Culturali (MiBAC)
315880,Business Location Sudtirol Alto Adige
315880,Film Commission Torino-Piemonte
315880,Trentino Film Commission
351145,Vaca Films
351145,Televisión de Galicia (TVG) S.A.
351145,La Ferme! Productions
351145,Atresmedia Cine
348678,Nordisk Film
348678,Sveriges Television (SVT)
348678,Tre Vänner Produktion AB
348678,Nordsvensk Filmunderhallning
348678,Film Väst
334878,Cine Nomine
276905,Lionsgate
276905,Splash Entertainment
276905,Telegael
276905,Assemblage Entertainment
323675,Universal Pictures
323675,Cube Vision
323675,Will Packer Productions
323675,Reel Chefs Catering
312669,Round Films
312669,Rachael Horovitz Productions
366924,DC Comics
366924,Warner Bros. Animation
319888,Studio Babelsberg
319888,Twentieth Century Fox Film Corporation
319888,Marv Films
319888,Saville Productions
331962,Emmett/Furla Films
331962,PalmStar Media
331962,Remark Films
329805,France 2 Cinéma
329805,StudioCanal
329805,Les Productions du Trésor
329805,Canal+
329805,Ciné+
329805,Région Ile-de-France
329805,France Télévisions
329805,120 Films
329805,Cofinova 10
329805,Arches Films
329805,Les Films de Batna
329805,La Banque Postale Image 8
329805,Palatine Étoile 12
329805,Cinémage 9
321258,Lakeshore Entertainment
321258,Vertigo Entertainment
321258,Diamond Films
321258,Showtime Networks
321258,STX Entertainment
339547,Epic Pictures Group
279096,Rooster Teeth Productions
279096,YouTube Red
335778,Columbia Pictures
335778,Affirm Films
335778,LD Entertainment
335778,Patrick Aiello Productions
364116,Pindrop
364116,Kriti Productions
364116,Fugitive Studios
364116,HireWorks
364116,Lipsync Post
291870,Lionsgate
291870,Josephson Entertainment
291870,QED International
291870,Ninjas Runnin' Wild Productions
291870,Covert Media
291870,BillBlock Media
335051,Wildside
300673,Walt Disney Pictures
300673,Whitaker Entertainment
300673,Bergsten Music
300673,Red Hawk Entertainment
339408,Phantom Four
339408,Mandalay Pictures
339408,Bron Studios
339408,Tiny Giant Entertainment
337960,Goalpost Pictures
296096,New Line Cinema
296096,Sunswept Entertainment
296096,Metro-Goldwyn-Mayer (MGM)
263341,The Weinstein Company
263341,Yucaipa Films
263341,Pegasus Taihe Entertainment
146198,Worldview Entertainment
146198,Anonymous Content
146198,MadRiver Pictures
146198,Sierra Pictures
146198,Surefire Capital
205584,Summit Entertainment
205584,Mystery Clock Cinema
205584,Thunder Road Pictures
205584,TIK Films
205584,Pyramania
336808,Caracol Televisión
336808,Buffalo Films
336808,Buffalo Producciones
336808,Nortesur Producciones
336808,Ciudad Lunar Producciones
336808,Dago García Producciones
336808,MC Producciones
323677,Forecast Pictures
323677,Solofilms
323677,JoBro Productions & Film Finance
323677,Trinity Race
333371,Paramount Pictures
333371,Bad Robot
333371,Spectrum Effects
267860,Millennium Films
267860,LHF Film
267860,Gerard Butler Alan Siegel Entertainment
267860,Nu Boyana Film Studios
269149,Walt Disney Pictures
269149,Walt Disney Animation Studios
279641,Paramount Pictures
279641,Broadway Video
279641,Little Stranger
258363,Itaca Films
258363,CG Cinéma
258363,Esperanto Kino
267193,Columbia Pictures
267193,Village Roadshow Pictures
267193,Big Talk Productions
267193,Sony Pictures Releasing
267193,Sony Pictures Entertainment (SPE)
267193,Working Title Films
267193,Blue Sky Films
267193,LStar Capital
267193,Four by Two Films
373314,Lionsgate
373314,Mike and Marty Productions
342281,France 3 Cinéma
342281,Pan Européenne Production
342281,Versus Production
342281,Radio Télévision Belge Francophone (RTBF)
342281,VOO
342281,BE TV
341392,France 2 Cinéma
341392,The Film
341392,Mars Film
354251,Willowbrook Regent Films
298584,Armory Films
298584,Pelican Point Media
298584,Contend
365222,Mandarin Films Distribution Co.
182219,UGC
257087,Blumhouse Productions
371645,Defender Films
371645,Piki Films
371645,Curious Film
354110,Minds Eye Entertainment
354110,Panacea Entertainment
354110,Moving Pictures Media
274109,Dynamo
274109,Nostromo Pictures
274109,Telefónica Studios
274109,Atresmedia Cine
274109,Warner Bros. Pictures International
348537,Telecinco Cinema
302528,Serendipity Point Films
302528,Egoli Tossell Film AG
302528,A24
37265,Faso Film
329010,Sandbar Pictures
329010,Uncorked Productions
301365,Bold Films
301365,Amazon Studios
301365,Vendian Entertainment
301365,Space Rocket Nation
364433,Rai Cinema
364433,Goon Films
301348,Prescience
333352,Entertainment One
333352,Moonlighting Films
333352,Raindog Films
320588,Red Crown Productions
320588,Haven Entertainment
333385,Amasia Entertainment
333385,3311 Productions
333385,Circle of Confusion
332704,Head Gear Films
332704,Screen Australia
332704,Metrol Technology
332704,Bankside Films
320048,Start Motion Pictures
339984,TriStar Pictures
339984,Sony Pictures Entertainment
375012,Wigwam Films
315664,BBC Films
315664,Qwerty Films
315664,Pathé
302688,Universal Pictures
302688,Playtone
302688,HBO Films
302688,Gold Circle Films
186759,Double Feature Films
186759,CBS Films
342521,New Line Cinema
336011,Killer Films
336011,Greencard Pictures
336011,Bank Street Films
336011,Supermarché
290825,Invincible Pictures Corp.
290825,Abbolita Productions
290825,Destro Films
333663,Head Gear Films
333663,Reprisal Films
333663,Metrol Technology
333663,Kreo Films FZ
333663,Reel Chefs Catering
296360,Blinder Films
296360,Chic Films
296360,Amazon Studios
296360,Westerly Films
296360,Revolver Amsterdam
379291,DC Comics
379291,Warner Bros. Animation
379291,DC Entertainment
357096,Cinetel Films
295699,Annapurna Pictures
369557,Cosmo-Films
369557,Likely Story
369557,FilmNation Entertainment
369557,Filmwave Pictures
369557,PalmStar Media
369557,Distressed Films
370755,Amazon Studios
370755,K5 Film
370755,Animal Kingdom
370755,Inkjet Productions
290595,Universal Pictures
290595,Perfect World Pictures
290595,Roth Films
325133,Universal Pictures
325133,Perfect World Pictures
325133,Point Grey Pictures
325133,Good Universe
301608,Ingenious Media
301608,Prettybird
301608,Saeculum Productions
301608,Hassell Free Production
301608,The Electric Shadow Company
301608,Highland Film Group (HFG)
301608,Saban Films
376570,Intrepid Pictures
376570,Blumhouse Productions
339994,Anonymous Content
339994,Star Thrower Entertainment
339994,Ball & Chain Productions
335578,Nordisk Film
353326,Animus Films
353326,Edward R. Pressman Film
353326,Kreo Films FZ
353326,Xeitgeist Entertainment Group
353326,American Entertainment Investors
375572,Fandango
375572,Rai Cinema
303858,TriStar Pictures
303858,Sony Pictures Releasing
303858,Smokehouse Pictures
303858,LStar Capital
303858,Allegiance Theater
322240,EuropaCorp
322240,Fundamental Films
356298,Cold Iron Pictures
356298,The Film Arcade
326423,New Line Cinema
326423,Cube Vision
326423,MGM
330483,Lionsgate
330483,Nicholas Sparks Productions
205588,StudioCanal
205588,Film4
205588,Anton Capital Entertainment (ACE)
205588,The Ink Factory
205588,Potboiler Productions
205588,Amazon Prime Instant Video
127380,Walt Disney Pictures
127380,Pixar Animation Studios
127380,Hurwitz Creative
323676,Universal Pictures
381341,Lotus Production
333669,StudioCanal
333669,TF1 Films Production
333669,Canal+
333669,Vendome Pictures
333669,Anonymous Content
333669,Anton Capital Entertainment (ACE)
333669,Amazon Prime Instant Video
316152,Larger Than Life Productions
316152,Vendian Entertainment
316152,Route One Films
153518,Columbia Pictures
153518,Rovio Entertainment
153518,Sony Pictures Imageworks (SPI)
153518,Rovio Mobile
153518,Rovio Animation
168055,Universal Pictures International
332411,Patriot Pictures
332411,Vallelonga Productions
332411,Vengeance is Mine Productions
332411,Hannibal Classics
26691,France 2 Cinéma
26691,TF1 International
26691,Miroir Magique
26691,Vito Films
353069,Open Road Films (II)
353069,Gulfstream Pictures
353069,PalmStar Media
353069,Capacity Pictures
353069,May Day Movies
353069,Rice Films
353069,Triad Film Works
353069,Beatnik Films
311667,DeCubellis Films
302401,Endgame Entertainment
302401,Onda Entertainment
302401,KrautPack Entertainment
355008,Bron Studios
355008,Creative Wealth Media Finance
355008,Unanimous Entertainment
234004,Rainmaker Entertainment
234004,Blockade Entertainment
234004,Sony Computer Entertainment
323262,XYZ Films
323262,Distant Corners Entertainment Group Inc.
347945,Pop Films
347945,Soapbox Films
35026,Angoa-Agicoa
35026,Procirep
35026,Canal+
35026,CinéCinéma
35026,UGC YM
35026,France 2 Cinéma
35026,France 3 Cinema
35026,Captain Movies
35026,Union Générale Cinématographique (UGC)
290250,Silver Pictures
290250,Warner Bros.
290250,Waypoint Entertainment
290250,Bloom
290250,Nice Guys
290250,Misty Mountains
270010,X-Filme Creative Pool
270010,Kasbah-Film Tanger
270010,Playtone
270010,22h22
270010,Fábrica de Cine
270010,Primeridian Entertainment
278774,Off-Leash Teleproductions
278774,Muse Entertainment
258509,Regency Enterprises
258509,Fox 2000 Pictures
258509,Sunswept Entertainment
258509,Bagdasarian Productions
258509,TSG Entertainment
332567,Columbia Pictures
332567,Ombra Films
332567,Weimaraner Republic Pictures
290098,CJ Entertainment
290098,Moho Film
290098,Yong Film
241259,Walt Disney Pictures
241259,Team Todd
241259,Tim Burton Productions
241259,Roth Films
241259,Legend3D
267935,Walt Disney Pictures
267935,Amblin Entertainment
267935,Reliance Entertainment
267935,"Kennedy/Marshall Company, The"
267935,Walden Media
223702,Columbia Pictures
223702,Sony Pictures Animation
223702,Sony Pictures Entertainment
223702,Annapurna Pictures
223702,Point Grey Pictures
223702,Nitrogen Studios Canada
384798,Vertigo Films
384798,Bandito
334533,Electric City Entertainment
334533,ShivHans Pictures
334533,Post Haste Digital
374475,Sony Pictures Classics
374475,Arte
374475,Komplizen Film
374475,Westdeutscher Rundfunk (WDR)
374475,Südwestrundfunk (SWR)
374475,Coop99 Filmproduktion
374475,KNM
374475,MonkeyBoy
374475,HiFilm
293670,Fox International Productions
293670,Fox Video Korea
291805,Summit Entertainment
291805,Lionsgate
291805,K/O Paper Products
291805,TIK Films
332872,El Deseo
332872,TVE
332872,Canal+ France
332872,Ciné +
339397,Gravier Productions
339397,Perdido Productions
374473,Why Not Productions
374473,Wild Bunch
374473,Les Films Du Fleuve
374473,BFI
374473,BBC
374473,Sixteen Films
347031,A24
347031,BlackBird
347031,Tadmor
389053,Happy Madison Productions
389053,Netflix
389053,Instinctual VFX
301804,Intrepid Pictures
301804,Relativity Media
301804,Demarest Films
301804,MICA Entertainment
308531,Paramount Pictures
308531,Nickelodeon Movies
308531,Platinum Dunes
308531,5150 Action
308531,Gama Entertainment Partners
257345,Universal Pictures
257345,Blumhouse Productions
257345,Chapter One Films
318121,Levantine Entertainment
341012,Universal Pictures
341012,Apatow Productions
341012,Party Over
341012,"Lonely Island, The"
259693,New Line Cinema
259693,Dune Entertainment
259693,The Safran Company
259693,Evergreen Media Group
259693,warner bross Turkey
259693,Soho VFX
259693,Atomic Monster
245913,Imagine Entertainment
245913,IFC Films
245913,Zohar International
245913,Seine Pictures
366564,NoLITa Cinema
43074,Columbia Pictures
43074,Village Roadshow Pictures
43074,"Montecito Picture Company, The"
43074,LStar Capital
43074,Feigco Entertainment
43074,Pascal Pictures
43074,Ghostcorps
168098,120dB Films
168098,Benaroya Pictures
168098,The Genre Co.
168098,Cargo Entertainment
168098,International Film Trust
380225,Rai Cinema
380225,Lotus Production
380225,Ministero per i Beni e le Attività Culturali (MiBAC)
380225,Manny Films
302699,New Line Cinema
302699,Universal Pictures
302699,Bluegrass Films
302699,Principato-Young Entertainment
267192,Desert Wolf Productions
267192,Michael Grandage Company
267192,Pinewood Pictures
267192,Riverstone Pictures
324668,The Kennedy/Marshall Company
324668,Captivate Entertainment
324668,Pearl Street Films
324668,Double Negative
324668,Perfect World (Beijing) Pictures Co.
258489,Village Roadshow Pictures
258489,Dark Horse Entertainment
258489,Jerry Weintraub Productions
258489,RatPac-Dune Entertainment
258489,Beagle Pug Films
258489,Riche Productions
258489,Village Roadshow Films North America
316727,Universal Pictures
316727,Why Not Productions
316727,Platinum Dunes
316727,Blumhouse Productions
316023,Twentieth Century Fox Film Corporation
316023,Chernin Entertainment
316023,TSG Entertainment
278154,Blue Sky Studios
278154,Twentieth Century Fox Animation
345911,New Line Productions
345911,Matter Productions
345911,Atomic Monster
294272,Walt Disney Pictures
294272,Walt Disney Studios Motion Pictures
369776,Pathé Distribution
9031,Denver Film Productions
353571,Ocean Blue Entertainment
353571,Route One Films
359156,Rai Cinema
359156,Kimera Film
359156,Taodue Film
359412,Grindstone Entertainment Group
359412,Emmett/Furla Films
359412,4th Wall Entertainment
337703,Why Not Productions
337703,Wild Bunch
337703,Prima Linéa Productions
337703,Belvision
337703,Arte France Cinéma
337703,Studio Ghibli
337703,CN4 Productions
400411,Marvista Entertainment
400411,Circle of Confusion
328387,Lionsgate
328387,Allison Shearmur Productions
328387,Keep Your Head
363676,Malpaso Productions
363676,Warner Bros.
363676,"Kennedy/Marshall Company, The"
363676,FilmNation Entertainment
363676,RatPac Entertainment
363676,Flashlight Films
338189,Téléfilm Canada
338189,MK2 Productions
338189,Sons of Manual
366514,Gaumont
366514,Creative Andina
366514,VVZ Productions
328901,KSM
325789,Good Films
308266,The Mark Gordon Company
308266,Green Hat Films
308266,Warner Bros.
308266,Joint Effort
351809,Telecinco Cinema
351809,Vaca Films
351809,Morena Films
351809,Telefónica Studios
351809,Coproducción España-Argentina-Francia
351809,K&S Films
382322,DC Comics
382322,Warner Bros. Animation
376659,STX Entertainment
376659,Huayi Brothers Pictures
376659,BillBlock Media
338766,Sidney Kimmel Entertainment
338766,Film 44
338766,OddLot Entertainment
390734,Square Enix
390734,Digic Pictures
390734,Image Engine Design
383869,TF1 Films Productions
383869,Same Player
383869,Appaloosa Pictures
383869,Pathé Productions
383869,Scope Pictures
383869,Chabraque Productions
300669,Ghost House Pictures
300669,Sony Pictures Releasing
300669,Screen Gems
300669,Stage 6 Films
300669,Good Universe
300669,Blind Man Productions
403119,Dimension Films
403119,Tea Shop & Film Company
403119,The Fyzz Facility
403119,Flexibon Films
390584,RabbitBandini Productions
390584,SSS Entertainment
390584,Yale Productions
390584,BondIt
390584,Digital Ignition Entertainment
376660,Gracie Films
376660,STX Entertainment
351339,LD Entertainment
351339,22h22
351339,Lucky Man Films
309886,Why Not Productions
309886,Wild Bunch
337674,France 2 Cinéma
337674,Filmförderungsanstalt (FFA)
337674,Canal+
337674,SBS Productions
337674,Orange Cinéma Séries
337674,France Télévisions
337674,Casa Kafka Pictures
337674,Entre Chien et Loup
337674,Centre National de la Cinématographie (CNC)
337674,Twenty Twenty Vision Filmproduktion GmbH
337674,Casa Kafka Pictures Movie Tax Shelter Empowered by Belfius
337674,Proximus
396535,NEW
368031,Wiedemann & Berg Filmproduktion
368031,Seven Pictures
368031,Two Oceans Production (TOP)
336455,Blumhouse Productions
336455,Dimension Films
336455,IM Global Octane
